"","baseMean","log2FoldChange","lfcSE","pvalue","padj","geneName","symbol"
"ENSMUSG00000034248.8",206.977288959796,-0.256023853982525,0.181112714148509,0.102222978373561,0.323571409907785,"solute carrier family 25, member 37","Slc25a37"
"ENSMUSG00000015149.15",349.81490457028,0.247941364555989,0.172798852570695,0.10223833219127,0.323571409907785,"sirtuin 2","Sirt2"
"ENSMUSG00000032827.16",197.015838123629,-0.287595973005042,0.215587887532458,0.102270169778727,0.323571409907785,"protein phosphatase 1, regulatory subunit 9A","Ppp1r9a"
"ENSMUSG00000037475.16",462.911260329371,0.282379937327264,0.208671059322356,0.10229296923133,0.323571409907785,"THO complex 2","Thoc2"
"ENSMUSG00000042688.17",317.361315255427,-0.261948272731605,0.187382326644067,0.102639048821696,0.324579151176029,"mitogen-activated protein kinase 6","Mapk6"
"ENSMUSG00000074476.7",183.593439375525,0.267960462082588,0.192628933900281,0.102751546375685,0.324847885636035,"SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)","Spc24"
"ENSMUSG00000089762.4",212.736576774635,-0.314181652932538,0.25233146243899,0.1028278141257,0.325001966734643,"immediate early response 5-like","Ier5l"
"ENSMUSG00000028271.10",351.996643551586,-0.232985471329921,0.159955500771925,0.102998063035401,0.325452926695104,"general transcription factor IIB","Gtf2b"
"ENSMUSG00000026014.16",102.355761922848,0.324701776346544,0.269614906226549,0.103047754042885,0.325522808797501,"Ras association (RalGDS/AF-6) and pleckstrin homology domains 1","Raph1"
"ENSMUSG00000060183.7",19.6091253110517,0.217647466736636,0.425851293651157,0.103088232812695,0.325558268136537,"chemokine (C-X-C motif) ligand 11","Cxcl11"
"ENSMUSG00000073422.12",72.4211545340446,0.351297181344137,0.336612482150219,0.103114135075181,0.325558268136537,"H2-K region expressed gene 6","H2-Ke6"
"ENSMUSG00000024072.10",218.438884666562,0.260421910404991,0.18587962052707,0.103279877359083,0.3259943722524,"Yip1 domain family, member 4","Yipf4"
"ENSMUSG00000097729.3",11.2223340145371,-0.275114819036841,0.44832245975937,0.103335163430113,0.326081690535279,NA,NA
"ENSMUSG00000025212.18",472.387510029335,-0.230949275316236,0.158552478870969,0.103481887782314,0.326298534482819,"sideroflexin 3","Sfxn3"
"ENSMUSG00000028150.15",86.5873156735077,0.354031081581253,0.345719714641735,0.103485708355161,0.326298534482819,"RAR-related orphan receptor gamma","Rorc"
"ENSMUSG00000014905.5",87.1204088634642,0.339265923024885,0.298535017077264,0.103486803312467,0.326298534482819,"DnaJ heat shock protein family (Hsp40) member B9","Dnajb9"
"ENSMUSG00000031600.12",218.849753008939,0.32506184053827,0.269857691050317,0.10364072007708,0.326634355506081,"vacuolar protein sorting 37A","Vps37a"
"ENSMUSG00000049792.7",169.121884182176,-0.256510556079478,0.182725922738704,0.103672462045603,0.326634355506081,"BCL2-associated athanogene 5","Bag5"
"ENSMUSG00000041351.17",104.953522884342,0.354553163084693,0.396511156273473,0.103676317668893,0.326634355506081,"Rap1 GTPase-activating protein","Rap1gap"
"ENSMUSG00000024968.15",137.686922587264,-0.312102374306004,0.250618430252815,0.103817316668316,0.326991308236252,"REST corepressor 2","Rcor2"
"ENSMUSG00000097042.3",21.6824598848024,-0.350236660854894,0.413829025680731,0.103877768215016,0.327051842153303,NA,NA
"ENSMUSG00000034707.8",1306.99632206308,0.187350918257292,0.122883305576394,0.103919184962161,0.327051842153303,"glucosamine (N-acetyl)-6-sulfatase","Gns"
"ENSMUSG00000038387.10",179.074269593031,-0.261255647778906,0.187642541139776,0.103921539152681,0.327051842153303,"related RAS viral (r-ras) oncogene","Rras"
"ENSMUSG00000015880.14",638.998321052885,0.278753393487945,0.205665458322811,0.103947353812723,0.327051842153303,"non-SMC condensin I complex, subunit G","Ncapg"
"ENSMUSG00000051235.11",181.55678723419,-0.269857667624083,0.197065786608005,0.10423149938147,0.32785847327425,"GEN1, Holliday junction 5' flap endonuclease","Gen1"
"ENSMUSG00000066894.15",213.209542265644,-0.32717605253876,0.278255160309252,0.104352636565761,0.328152071033247,"V-set and immunoglobulin domain containing 10","Vsig10"
"ENSMUSG00000028563.17",83.5812734403201,0.300779632516396,0.233726305287669,0.104514286882389,0.328538123817501,"TM2 domain containing 1","Tm2d1"
"ENSMUSG00000043716.14",13553.191172412,-0.31642633291559,0.436294211814527,0.104550934611915,0.328538123817501,"ribosomal protein L7","Rpl7"
"ENSMUSG00000044164.3",14.2681013674899,-0.197541671166841,0.415014589392477,0.104558892942173,0.328538123817501,"ring finger protein 182","Rnf182"
"ENSMUSG00000038982.11",158.101841944599,0.287473012483287,0.216779079737186,0.10474248184475,0.328936931060689,"biogenesis of lysosomal organelles complex-1, subunit 5, muted","Bloc1s5"
"ENSMUSG00000026150.15",453.021434598059,0.28127154257133,0.209557841862756,0.104757942133112,0.328936931060689,"mitochondrial fission factor","Mff"
"ENSMUSG00000101191.7",27.8849745226443,-0.35399548063382,0.383628934450094,0.104775248040869,0.328936931060689,NA,NA
"ENSMUSG00000031226.14",130.110851905086,-0.275278129095586,0.2034062965611,0.104797272149026,0.328936931060689,"polysaccharide biosynthesis domain containing 1","Pbdc1"
"ENSMUSG00000038608.16",44.2705379060146,0.104611349795267,0.376509500720541,0.104866713272007,0.329067397707614,"dedicator of cytokinesis 10","Dock10"
"ENSMUSG00000025155.16",405.31821632764,0.29400461150279,0.225484708618325,0.105052225516572,0.329561391358422,"dihydrouridine synthase 1-like (S. cerevisiae)","Dus1l"
"ENSMUSG00000025255.19",74.23285294457,0.344713769461881,0.318614331001625,0.105079972644905,0.329561391358422,"zinc finger homeodomain 4","Zfhx4"
"ENSMUSG00000006179.10",42.2263864228953,0.339839788631952,0.427507926288112,0.10513438607747,0.3296444694939,"protease, serine 16 (thymus)","Prss16"
"ENSMUSG00000038086.5",36.9200197240554,-0.347014318817889,0.329633947026015,0.105227443863539,0.329848639088975,"heat shock protein 2","Hspb2"
"ENSMUSG00000001403.14",498.638266071882,-0.237690954384197,0.165840386602541,0.105302453972023,0.32987758005713,"ubiquitin-conjugating enzyme E2C","Ube2c"
"ENSMUSG00000066839.13",72.3976404466877,0.336255554891601,0.296389312752453,0.105306826791468,0.32987758005713,"ECSIT signalling integrator","Ecsit"
"ENSMUSG00000025931.16",62.9446944852175,-0.351825723113431,0.387315034998353,0.105320508194436,0.32987758005713,"progestin and adipoQ receptor family member VIII","Paqr8"
"ENSMUSG00000036339.19",136.445379382865,-0.306315306711563,0.243914333823713,0.105363853608081,0.329922743539288,"transmembrane protein 260","Tmem260"
"ENSMUSG00000049734.10",35.2200999995684,-0.352709937883668,0.369913111152751,0.105395358570604,0.329922743539288,"three prime repair exonuclease 1","Trex1"
"ENSMUSG00000014074.18",362.819900497736,-0.343090732003963,0.320968321663094,0.105418770743769,0.329922743539288,"ring finger protein 168","Rnf168"
"ENSMUSG00000038949.9",185.262067828165,0.25952565298551,0.186568553983873,0.105482564474758,0.330023934160625,"consortin, connexin sorting protein","Cnst"
"ENSMUSG00000022385.12",349.988752653141,-0.221248392818773,0.15124163249812,0.10550701630853,0.330023934160625,"G two S phase expressed protein 1","Gtse1"
"ENSMUSG00000043987.19",183.147962183183,0.280206365013933,0.209526658123884,0.105580148440603,0.330165205918231,"centrosomal protein 164","Cep164"
"ENSMUSG00000029153.12",81.8439960029024,0.332156106347634,0.288335581298196,0.105700076742413,0.330447143277538,"OCIA domain containing 2","Ociad2"
"ENSMUSG00000024228.13",34.9150460028137,0.347577251772236,0.415791687418354,0.105726290568341,0.330447143277538,"nudix (nucleoside diphosphate linked moiety X)-type motif 12","Nudt12"
"ENSMUSG00000045503.17",189.507460255345,0.258139953504976,0.185375867422082,0.105780060501347,0.330527690370144,"SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)","Sys1"
"ENSMUSG00000063236.7",153.001075359773,-0.264753352986379,0.192844171046791,0.105868939307282,0.330673864786228,"RIKEN cDNA 1110038F14 gene","1110038F14Rik"
"ENSMUSG00000024660.10",789.855159568303,-0.237497280342684,0.166035672666758,0.105908811712528,0.330673864786228,"inner centromere protein","Incenp"
"ENSMUSG00000054715.12",60.9567069467538,-0.334812118233388,0.298478449273753,0.105930044402437,0.330673864786228,"zinc finger and SCAN domain containing 22","Zscan22"
"ENSMUSG00000061024.9",98.6044707873069,-0.337565509037171,0.304463098677989,0.105938886626134,0.330673864786228,"ribosome biogenesis regulator 1","Rrs1"
"ENSMUSG00000005103.13",1211.82220763355,-0.193077490903624,0.128429982244337,0.105985497271527,0.330731904649847,"WD repeat domain 1","Wdr1"
"ENSMUSG00000027374.13",265.753840017832,0.308033188404634,0.24649664363926,0.106077688782996,0.330863679976715,"mitochondrial ribosomal protein S5","Mrps5"
"ENSMUSG00000005237.15",12.4573282222047,0.280443513440047,0.445064982227122,0.106114758496782,0.330863679976715,"dynein, axonemal, heavy chain 2","Dnah2"
"ENSMUSG00000036180.16",400.520877706732,-0.287485857280246,0.219477149224835,0.106170231422894,0.330863679976715,"GATA zinc finger domain containing 2A","Gatad2a"
"ENSMUSG00000051736.9",39.8321611036115,-0.347159061455376,0.33631267263705,0.106182272258012,0.330863679976715,"family with sequence similarity 229, member B","Fam229b"
"ENSMUSG00000027637.4",222.012562299876,-0.263674984231407,0.192094664336238,0.106209025980547,0.330863679976715,"RAB5 interacting factor","Rab5if"
"ENSMUSG00000018820.14",508.868549920993,0.208652196923441,0.140738464514067,0.106212228910524,0.330863679976715,"zinc finger, FYVE domain containing 27","Zfyve27"
"ENSMUSG00000018326.10",1191.26622568459,-0.245871286221286,0.17414558922737,0.106223917586764,0.330863679976715,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide","Ywhab"
"ENSMUSG00000072847.5",39.4918573726169,0.34878213365186,0.337947486400687,0.106470246331292,0.331543460285123,NA,NA
"ENSMUSG00000042367.13",17.2915777519829,-0.335417320916067,0.431850982784362,0.106522766847765,0.331612936756809,"gap junction protein, beta 3","Gjb3"
"ENSMUSG00000026565.19",228.015871452247,0.236472502748483,0.165017004939356,0.10657478743429,0.331612936756809,"POU domain, class 2, transcription factor 1","Pou2f1"
"ENSMUSG00000078234.7",209.020573908038,0.235095947670118,0.43311514444215,0.10657683033082,0.331612936756809,"kelch domain containing 7A","Klhdc7a"
"ENSMUSG00000043079.18",301.438009186454,-0.333604586725894,0.297583502829916,0.10667940050346,0.331844617376375,"synaptopodin","Synpo"
"ENSMUSG00000019913.5",269.957042757759,0.332420106945244,0.290302891390968,0.106816750500748,0.33218433605409,"single-minded family bHLH transcription factor 1","Sim1"
"ENSMUSG00000044496.7",246.37881625662,-0.241714632915591,0.170571941643393,0.106974659892849,0.332587795637366,"RIKEN cDNA 2510039O18 gene","2510039O18Rik"
"ENSMUSG00000034687.9",44.2137910644504,-0.246444373533158,0.436583726897911,0.107102108064603,0.332879077036616,"Fraser extracellular matrix complex subunit 1","Fras1"
"ENSMUSG00000031807.11",234.047061590703,-0.278694172161872,0.209698213200831,0.107124744909962,0.332879077036616,"6-phosphogluconolactonase","Pgls"
"ENSMUSG00000005469.11",571.764387720154,-0.222371098434397,0.153266620199971,0.107383625956647,0.333536108042354,"protein kinase, cAMP dependent, catalytic, alpha","Prkaca"
"ENSMUSG00000020075.9",525.79201418065,-0.244298782288084,0.173281308146348,0.107392693491655,0.333536108042354,"DExD box helicase 21","Ddx21"
"ENSMUSG00000058799.17",2033.77678808612,-0.164134307450815,0.107217316798763,0.107513866992829,0.333824618582415,"nucleosome assembly protein 1-like 1","Nap1l1"
"ENSMUSG00000040591.19",184.588256244721,-0.296447651729537,0.233810198663082,0.107562827054719,0.333888817612662,"centriolar satellite-associated tubulin polyglutamylase complex regulator 1","Cstpp1"
"ENSMUSG00000002279.20",103.688710005201,0.296268132272774,0.231357431199169,0.107592845969416,0.333894202594364,"lipase maturation factor 1","Lmf1"
"ENSMUSG00000003352.15",574.349146390558,-0.263229007707055,0.192869696017272,0.107695364061727,0.334044532590908,"calcium channel, voltage-dependent, beta 3 subunit","Cacnb3"
"ENSMUSG00000040021.14",486.942395039949,0.21383045427162,0.145740124932453,0.107697881494367,0.334044532590908,"large tumor suppressor","Lats1"
"ENSMUSG00000040761.17",222.049917567232,-0.319429545710851,0.270421085736423,0.107817720056912,0.334328391193024,"spen family transcription repressor","Spen"
"ENSMUSG00000071632.11",40.7165379939679,0.345642551190455,0.333842455682759,0.107900478223519,0.334497149534834,"RIKEN cDNA 2510002D24 gene","2510002D24Rik"
"ENSMUSG00000018362.15",1170.67356210335,-0.267998484059141,0.198431981421767,0.108027785515458,0.334803887637171,"karyopherin (importin) alpha 2","Kpna2"
"ENSMUSG00000020440.14",357.770730216606,-0.250477279870222,0.180046673326044,0.108225781379161,0.335329487974015,"ADP-ribosylation factor 5","Arf5"
"ENSMUSG00000041219.15",850.770505917164,0.207965686147843,0.141161124269993,0.108297250197454,0.335462880761202,"Rho GTPase activating protein 11A","Arhgap11a"
"ENSMUSG00000031286.7",28.223276058657,-0.337377624191712,0.420608448392704,0.108391615868497,0.335667110526653,"glycosyltransferase 28 domain containing 2","Glt28d2"
"ENSMUSG00000024091.10",299.008377335773,0.283740662837445,0.216619162950369,0.108543036786088,0.335876739465232,"vesicle-associated membrane protein, associated protein A","Vapa"
"ENSMUSG00000002496.11",522.456208559602,-0.219485062878379,0.151453487615238,0.108548048946902,0.335876739465232,"TSC complex subunit 2","Tsc2"
"ENSMUSG00000024143.16",269.170740195772,-0.275692006633114,0.207596909370214,0.108582366050816,0.335876739465232,"ras homolog family member Q","Rhoq"
"ENSMUSG00000041220.11",250.602135018878,-0.347464572254809,0.365361313273502,0.108597578884156,0.335876739465232,"ELOVL family member 6, elongation of long chain fatty acids (yeast)","Elovl6"
"ENSMUSG00000035086.14",719.060078325293,0.24311734177901,0.17252171749019,0.10860156836415,0.335876739465232,"beclin 1, autophagy related","Becn1"
"ENSMUSG00000024610.16",15.2899654532579,-0.283301259122566,0.444743596198958,0.10877353259463,0.336258452297233,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)","Cd74"
"ENSMUSG00000030641.11",73.074731807028,0.340002901115109,0.317975430848657,0.108781959281926,0.336258452297233,"DNA damage-induced apoptosis suppressor","Ddias"
"ENSMUSG00000034055.17",122.329223392514,-0.284524232841242,0.218359674412454,0.108819452866627,0.336286293479197,"phosphorylase kinase alpha 1","Phka1"
"ENSMUSG00000029578.16",498.267965209313,-0.202986296512829,0.137632940021187,0.108863526843306,0.33633445024476,"WD repeat domain, phosphoinositide interacting 2","Wipi2"
"ENSMUSG00000037730.14",318.771830219361,0.271432372739432,0.202154888811438,0.108901931189169,0.336365070038758,"myoneurin","Mynn"
"ENSMUSG00000025195.10",304.901149228215,0.259272436139119,0.18874405432437,0.108958987767359,0.336453269838785,"dynamin binding protein","Dnmbp"
"ENSMUSG00000058927.7",82.0048329215804,-0.342856815575352,0.334868943240945,0.108992825055089,0.336469743665096,NA,NA
"ENSMUSG00000030729.18",56.4759891471715,0.340440409109357,0.321777880732262,0.109113303333778,0.336700610993592,"phosphoglucomutase 2-like 1","Pgm2l1"
"ENSMUSG00000041341.11",315.725642939392,0.28600557610834,0.219726270445219,0.109124653762091,0.336700610993592,"autophagy related 2B","Atg2b"
"ENSMUSG00000050732.10",377.729419501913,0.225566388165736,0.15670281080414,0.109157805258252,0.336714891840519,"vesicle-associated membrane protein 8","Vamp8"
"ENSMUSG00000033256.15",30.5907560600251,-0.332271556066212,0.420107575300506,0.109250229006004,0.336911952302999,"Src homology 2 domain containing F","Shf"
"ENSMUSG00000019338.14",512.872244178789,0.208476315053597,0.142133612357868,0.109358435760298,0.337083979283653,"zinc finger protein 687","Zfp687"
"ENSMUSG00000048763.12",215.109309393896,-0.291403995234923,0.228149469409037,0.10937876798606,0.337083979283653,"homeobox B3","Hoxb3"
"ENSMUSG00000028136.16",627.676845202757,0.215193288434427,0.147798966452988,0.109391675106792,0.337083979283653,"sorting nexin family member 27","Snx27"
"ENSMUSG00000034525.8",455.135269443636,0.293491129912388,0.228552518118638,0.109454104852739,0.337188337105059,"interactor of little elongation complex ELL subunit 1","Ice1"
"ENSMUSG00000036052.15",64.483736193614,-0.328731091762469,0.292157565371301,0.109520748371755,0.337305618191642,"DnaJ heat shock protein family (Hsp40) member B5","Dnajb5"
"ENSMUSG00000118346.2",168.725800490735,0.311256338932988,0.256413001566896,0.10956356962194,0.337349488624675,"transmembrane protein 179B","Tmem179b"
"ENSMUSG00000037326.11",93.3649732629342,-0.324979515893558,0.284562623322726,0.109783066005785,0.337937182320285,"calpain 15","Capn15"
"ENSMUSG00000039633.8",80.9912296292414,0.344306934515559,0.334453561437055,0.109827070091137,0.337984505324783,"LON peptidase N-terminal domain and ring finger 1","Lonrf1"
"ENSMUSG00000025495.16",255.883719957854,0.252428374204077,0.182735582845021,0.110203837304015,0.338920326239158,"phosphatidylserine synthase 2","Ptdss2"
"ENSMUSG00000066152.12",49.372339281314,0.346751755275771,0.379886885951817,0.110208085535078,0.338920326239158,"solute carrier family 31, member 2","Slc31a2"
"ENSMUSG00000024778.14",12.9744371283838,-0.30012572221256,0.447270861663488,0.110217292031523,0.338920326239158,"Fas (TNF receptor superfamily member 6)","Fas"
"ENSMUSG00000020922.12",379.464181513653,0.301443587434404,0.241873458352616,0.110260937013038,0.338966239958049,"LSM12 homolog","Lsm12"
"ENSMUSG00000031109.17",86.0790764863496,-0.299194053618984,0.239962783223778,0.110310012008683,0.33897764227277,"ecto-NOX disulfide-thiol exchanger 2","Enox2"
"ENSMUSG00000072623.7",36.8873521472182,-0.344100499870706,0.389437283065821,0.110341011626475,0.33897764227277,"zinc finger protein 9","Zfp9"
"ENSMUSG00000050812.19",585.118435676731,0.24661695114305,0.177148366026382,0.110350790279903,0.33897764227277,"Ecm29 proteasome adaptor and scaffold","Ecpas"
"ENSMUSG00000025130.12",4466.15305363306,0.254076071452397,0.184456018968179,0.110401984324504,0.339029586023113,"prolyl 4-hydroxylase, beta polypeptide","P4hb"
"ENSMUSG00000116656.2",13.8250128106103,-0.278491302594748,0.443032933579734,0.110425138353144,0.339029586023113,NA,NA
"ENSMUSG00000006471.19",146.958758230883,0.270314967742528,0.202410083421729,0.11050535880085,0.339113972772833,"NADPH dependent diflavin oxidoreductase 1","Ndor1"
"ENSMUSG00000025241.17",124.273103131869,0.309588953611054,0.255303714022173,0.110550381709047,0.339113972772833,"FYVE and coiled-coil domain containing 1","Fyco1"
"ENSMUSG00000112690.3",15.1891030380844,0.205094408676955,0.417408689040949,0.110602841578331,0.339113972772833,"predicted gene 2446","Gm2446"
"ENSMUSG00000033596.6",814.183357800211,-0.261652166772682,0.193655582322129,0.110674425577058,0.339113972772833,"ring finger and WD repeat domain 3","Rfwd3"
"ENSMUSG00000063410.9",223.54318172507,0.267122619111524,0.198927984573212,0.11068029298949,0.339113972772833,"serine/threonine kinase 24","Stk24"
"ENSMUSG00000047250.14",52.1328792088142,0.341755100251449,0.402688255076595,0.110718890641843,0.339113972772833,"prostaglandin-endoperoxide synthase 1","Ptgs1"
"ENSMUSG00000070934.7",204.127008499917,-0.248426227490724,0.179731691379866,0.110755550418902,0.339113972772833,"Ras-related GTP binding A","Rraga"
"ENSMUSG00000005949.10",182.868341120607,0.282242212239659,0.217651350325044,0.110763668461584,0.339113972772833,"cystinosis, nephropathic","Ctns"
"ENSMUSG00000029106.15",1388.91115386917,0.201447641098607,0.136649560652437,0.110764431545206,0.339113972772833,"adducin 1 (alpha)","Add1"
"ENSMUSG00000044469.9",38.5905861573004,-0.341796465705094,0.338358215580129,0.110772005929345,0.339113972772833,"tumor necrosis factor, alpha-induced protein 8-like 1","Tnfaip8l1"
"ENSMUSG00000032194.10",364.468875350162,-0.230231687203247,0.162210579513492,0.110795078113303,0.339113972772833,"KN motif and ankyrin repeat domains 2","Kank2"
"ENSMUSG00000002580.8",253.631609221307,0.248031430216938,0.178825636931295,0.110797339515868,0.339113972772833,"migration and invasion enhancer 1","Mien1"
"ENSMUSG00000027012.16",814.5009954962,0.205169410464882,0.140129187008348,0.110986460791787,0.339602126705683,"dynein cytoplasmic 1 intermediate chain 2","Dync1i2"
"ENSMUSG00000023330.13",43.4419702941024,-0.344234147328706,0.367731971975458,0.111014367383078,0.339602126705683,"DTW domain containing 1","Dtwd1"
"ENSMUSG00000087590.3",37.3337370429768,0.340742069479122,0.399959737017696,0.111257343752755,0.340257239119501,"erythrocyte membrane protein band 4.1 like 4a, opposite strand","Epb41l4aos"
"ENSMUSG00000027677.18",601.085039878422,0.293161454897719,0.231660459912161,0.111290876118789,0.340271637550455,"tetratricopeptide repeat domain 14","Ttc14"
"ENSMUSG00000032280.17",223.244473082892,-0.286027274353991,0.223917478333725,0.111347754963584,0.340357391855285,"transducin-like enhancer of split 3","Tle3"
"ENSMUSG00000046079.17",214.001533911513,0.276324238853269,0.21019549805462,0.111412805262592,0.340458808275727,"leucine rich repeat containing 8D","Lrrc8d"
"ENSMUSG00000056476.14",52.0437816945769,0.333388895348276,0.41969345822025,0.111455112246375,0.340458808275727,"mediator complex subunit 12-like","Med12l"
"ENSMUSG00000027490.18",388.749748319789,0.24246274889732,0.173789012159187,0.111499267619928,0.340458808275727,"E2F transcription factor 1","E2f1"
"ENSMUSG00000032307.17",93.1619699503719,0.323786234698504,0.283337806543442,0.111523068849035,0.340458808275727,"ubiquitin-conjugating enzyme E2Q family member 2","Ube2q2"
"ENSMUSG00000071252.7",25.3780408895455,0.307107268764863,0.439828816328472,0.111525134400867,0.340458808275727,"RIKEN cDNA 2210408I21 gene","2210408I21Rik"
"ENSMUSG00000051344.14",100.571984709972,-0.313397073728281,0.265915507544901,0.111617999724214,0.340613914848234,"pleckstrin homology domain containing, family M, member 3","Plekhm3"
"ENSMUSG00000027115.15",167.525461816906,0.275303632418051,0.209228644606232,0.111633649855808,0.340613914848234,"kinesin family member 18A","Kif18a"
"ENSMUSG00000035575.12",477.773969938808,0.296898010413875,0.234669897104148,0.111729304903401,0.340817685887507,"UTP6 small subunit processome component","Utp6"
"ENSMUSG00000062743.10",25.6123903957473,0.344020777604517,0.388488974475617,0.111762938457511,0.340832210925062,"zinc finger protein 677","Zfp677"
"ENSMUSG00000056962.12",570.169364708746,0.285222846287651,0.221655254004058,0.112010004273986,0.341497443299173,"jumonji domain containing 6","Jmjd6"
"ENSMUSG00000033039.11",434.229720855204,-0.235889099711209,0.168385603157461,0.112057290934092,0.341553400329708,"microtubule associated monooxygenase, calponin and LIM domain containing -like 1","Micall1"
"ENSMUSG00000042709.16",211.652029496556,0.28785704718165,0.224651935726004,0.112096198336846,0.341583794880348,"ATP synthase mitochondrial F1 complex assembly factor 2","Atpaf2"
"ENSMUSG00000064247.15",14.0772408860064,-0.308912017991939,0.440232818288187,0.112140825026321,0.341584921283146,"phosphatidylinositol-specific phospholipase C, X domain containing 1","Plcxd1"
"ENSMUSG00000024150.13",172.340735122769,-0.252049432737876,0.184425435732734,0.112154439211645,0.341584921283146,"multiple coagulation factor deficiency 2","Mcfd2"
"ENSMUSG00000022519.15",49.5704552908652,-0.32788750889309,0.417309890712763,0.112220491131709,0.341697935983963,"sarcalumenin","Srl"
"ENSMUSG00000036155.14",129.680046004237,-0.277876332349653,0.213738330951506,0.11232695543027,0.341933911514785,"mannoside acetylglucosaminyltransferase 5","Mgat5"
"ENSMUSG00000035504.17",45.4610948511737,0.34310676509439,0.386196845391269,0.112382049452051,0.342013429693596,"receptor accessory protein 6","Reep6"
"ENSMUSG00000047248.21",435.842824324699,-0.255481243602508,0.188656156722312,0.112452416777776,0.342139376304548,"C2 calcium-dependent domain containing 3","C2cd3"
"ENSMUSG00000062526.5",101.727195919466,0.322002511458876,0.281938870836267,0.112542363377777,0.342324813108645,"metallophosphoesterase 1","Mppe1"
"ENSMUSG00000038116.17",649.289616270371,0.19676324085717,0.13397639073392,0.112691220844939,0.342689299864634,"PHD finger protein 20","Phf20"
"ENSMUSG00000033852.17",76.368685488231,-0.335849352055381,0.324520229251382,0.112723029132736,0.342697748882808,"predicted gene, 28042","Gm28042"
"ENSMUSG00000018196.19",74.772994168879,0.315914550831956,0.2708452209991,0.112753104271357,0.342700925829909,"glutaredoxin 2 (thioltransferase)","Glrx2"
"ENSMUSG00000118332.2",77.8832126299059,-0.320290805336727,0.280898319849795,0.112885252485902,0.343014261414689,"family with sequence similarity 220, member A","Fam220a"
"ENSMUSG00000006464.10",328.137603420203,0.237862865970844,0.17030441237128,0.112948379184766,0.34311776023576,"Bardet-Biedl syndrome 1 (human)","Bbs1"
"ENSMUSG00000061607.16",934.020009328166,0.228255494239008,0.161218262195406,0.112996495982127,0.34317562003319,"mediator of DNA damage checkpoint 1","Mdc1"
"ENSMUSG00000024012.19",1018.59284560003,-0.254053494865678,0.187316740933102,0.1130372252248,0.343211019490423,"mitochondrial carrier 1","Mtch1"
"ENSMUSG00000062937.8",220.386963543019,-0.307556279245085,0.257843520186036,0.113217475825916,0.343669915691677,"methylthioadenosine phosphorylase","Mtap"
"ENSMUSG00000034501.8",149.648229364673,-0.264831933084739,0.199193708235605,0.113335166490038,0.343894670188428,"pecanex homolog 4","Pcnx4"
"ENSMUSG00000004263.16",706.05018513738,-0.212562408921558,0.148013942807515,0.113357216483313,0.343894670188428,"atrophin 1","Atn1"
"ENSMUSG00000026721.17",133.386083312315,0.292169174744969,0.233148983357751,0.113382708107242,0.343894670188428,"RAB GTPase activating protein 1-like","Rabgap1l"
"ENSMUSG00000013663.8",811.505061845211,0.258419171763461,0.191677926665532,0.113408043290432,0.343894670188428,"phosphatase and tensin homolog","Pten"
"ENSMUSG00000079523.9",1613.66508424253,0.271246922090284,0.20591510551332,0.113440744702718,0.343905493378425,"thymosin, beta 10","Tmsb10"
"ENSMUSG00000020196.11",593.635419594464,-0.222414457073162,0.156572045419301,0.113585957500524,0.344257311500304,"calcineurin binding protein 1","Cabin1"
"ENSMUSG00000002748.8",1571.81210337624,-0.173281299718559,0.116207330542999,0.113675549925751,0.34444041757533,"bromodomain adjacent to zinc finger domain, 1B","Baz1b"
"ENSMUSG00000058291.15",304.566967002741,0.275525242411443,0.21151917945019,0.113870806855359,0.344943514223125,"zinc finger protein 68","Zfp68"
"ENSMUSG00000026457.15",967.735498515193,0.222643568747018,0.156735988880561,0.113933926673307,0.345004933904432,"adiponectin receptor 1","Adipor1"
"ENSMUSG00000047731.18",559.180536639734,-0.205293901268409,0.141917844064292,0.113949533019346,0.345004933904432,"WW domain binding protein 1 like","Wbp1l"
"ENSMUSG00000105345.2",9.69973883336043,-0.269805425580989,0.43924499089651,0.11398392416941,0.345020570466637,NA,NA
"ENSMUSG00000031381.17",103.669211278644,0.314345016800665,0.269555899430222,0.114030695151953,0.345073662206819,"phosphatidylinositol glycan anchor biosynthesis, class A","Piga"
"ENSMUSG00000026843.16",414.702522277475,0.270199759058443,0.205733548842719,0.114087652130859,0.345074715807693,"far upstream element (FUSE) binding protein 3","Fubp3"
"ENSMUSG00000034269.13",928.470812784211,0.245134160420629,0.178102522171867,0.114125299997179,0.345074715807693,"SET domain containing 5","Setd5"
"ENSMUSG00000062202.15",153.890699995814,0.309889494984276,0.262665892109719,0.114135877703978,0.345074715807693,"BTB (POZ) domain containing 9","Btbd9"
"ENSMUSG00000064120.15",60.6401501033799,-0.337388114638071,0.346531136755635,0.114147968253201,0.345074715807693,"molybdenum cofactor synthesis 1","Mocs1"
"ENSMUSG00000034059.15",40.2428236351317,-0.339758195691962,0.367758067463241,0.114324772608666,0.345463077776432,"yippee like 4","Ypel4"
"ENSMUSG00000030064.17",20.1882690661644,0.293310328987109,0.440854732002328,0.114334963563958,0.345463077776432,"FERM domain containing 4B","Frmd4b"
