"","baseMean","log2FoldChange","lfcSE","pvalue","padj","geneName","symbol"
"ENSMUSG00000026072.13",68.7492828140241,-0.843104539619649,0.361497106875757,0.00212147757049447,0.0213358481046237,"interleukin 1 receptor, type I","Il1r1"
"ENSMUSG00000030342.9",678.220409080096,-0.55518497737637,0.210229437937691,0.00212744791842778,0.0213776830407462,"CD9 antigen","Cd9"
"ENSMUSG00000021687.15",346.448102037965,0.570199870455761,0.217127858490558,0.00213548432187481,0.021440189956102,"secretory carrier membrane protein 1","Scamp1"
"ENSMUSG00000022773.20",112.592031888311,-0.899861172794248,0.394257116824602,0.00214742676282012,0.0215417738221047,"yippee like 1","Ypel1"
"ENSMUSG00000000278.11",1358.76423185999,0.445712409448426,0.160689437350559,0.00215185261132364,0.0215587230021905,"serine carboxypeptidase 1","Scpep1"
"ENSMUSG00000059456.14",23.5744095077829,1.4630261635617,0.7355632937454,0.0021527682238996,0.0215587230021905,"PTK2 protein tyrosine kinase 2 beta","Ptk2b"
"ENSMUSG00000043091.10",1663.23432214354,-0.473433543082868,0.173215569275106,0.00216744951928368,0.0216873529442223,"tubulin, alpha 1C","Tuba1c"
"ENSMUSG00000039753.17",338.299328183577,0.572424132101045,0.219061950413655,0.00219530444361517,0.0219380988097925,"F-box and leucine-rich repeat protein 5","Fbxl5"
"ENSMUSG00000075602.11",22.5356830430197,-1.43913366606494,0.737986724702494,0.0021962253572605,0.0219380988097925,"lymphocyte antigen 6 complex, locus A","Ly6a"
"ENSMUSG00000017830.16",73.8962195281612,-1.48184801082197,0.78822495443889,0.00220917640637093,0.022048813043129,"DEXH (Asp-Glu-X-His) box polypeptide 58","Dhx58"
"ENSMUSG00000027605.19",85.9740924018733,0.703930890234134,0.286232679522672,0.00223451283241401,0.0222601505017191,"acyl-CoA synthetase short-chain family member 2","Acss2"
"ENSMUSG00000022051.16",1669.11275800543,0.675538200694971,0.271615185652445,0.00223586600973064,0.0222601505017191,"BCL2/adenovirus E1B interacting protein 3-like","Bnip3l"
"ENSMUSG00000067825.12",115.030012152709,0.684361080142294,0.276092510485915,0.00223600732574226,0.0222601505017191,"peroxisomal biogenesis factor 26","Pex26"
"ENSMUSG00000063268.13",360.275141845991,-0.469764773440563,0.172502673865474,0.00224365022155337,0.0223174205272794,"poly (ADP-ribose) polymerase family, member 10","Parp10"
"ENSMUSG00000038371.16",356.050365616873,0.688261125016286,0.278776306332685,0.00224960010263556,0.0223577680234159,"SET binding factor 2","Sbf2"
"ENSMUSG00000046733.8",456.230137118274,0.532026856916778,0.200712792165112,0.0022686371557906,0.0225280058018668,"G protein-coupled receptor, family C, group 5, member A","Gprc5a"
"ENSMUSG00000025372.17",355.681242694256,-0.627277718933154,0.248194431854831,0.00228619117592579,0.0226682986495312,"brain-specific angiogenesis inhibitor 1-associated protein 2","Baiap2"
"ENSMUSG00000037415.8",395.096592306881,-0.48814373227843,0.180993785117491,0.00228660486928023,0.0226682986495312,"RAN binding protein 10","Ranbp10"
"ENSMUSG00000076441.10",25.5955580061939,-1.2775108277217,0.642767215763954,0.00229787205181308,0.022760885332011,"argininosuccinate synthetase 1","Ass1"
"ENSMUSG00000027947.12",27.1228791316883,-1.1642624760118,0.564001482197673,0.00231801100548023,0.0229411198170201,"interleukin 6 receptor, alpha","Il6ra"
"ENSMUSG00000025076.13",272.242632808678,-0.609972610727888,0.240093173921057,0.00233355372399652,0.0230756020261532,"caspase 7","Casp7"
"ENSMUSG00000022285.18",2538.51147626006,-0.374356912919508,0.132088114920686,0.00234298917500841,0.0231495173132421,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide","Ywhaz"
"ENSMUSG00000022438.7",203.946651038023,-0.913749976381952,0.411628373032113,0.0023477036711431,0.0231767033822631,"parvin, beta","Parvb"
"ENSMUSG00000030726.17",288.101996381811,0.527190864120826,0.199517924490153,0.00235871709137266,0.0232659755203317,"polymerase (DNA-directed), delta 3, accessory subunit","Pold3"
"ENSMUSG00000049470.14",1755.91376110725,0.50793457424405,0.190611967948908,0.00237171509672808,0.0233746578856999,"AF4/FMR2 family, member 4","Aff4"
"ENSMUSG00000033767.15",424.867459403958,-0.58391471574575,0.227609244036718,0.00237668711036621,0.0234041240301033,"transmembrane 131 like","Tmem131l"
"ENSMUSG00000044433.17",42.5655167375371,1.03090444974949,0.48151138971245,0.00238022239816716,0.0234138630103315,"calmodulin regulated spectrin-associated protein family, member 3","Camsap3"
"ENSMUSG00000027942.18",526.810395043497,0.659368307051814,0.265767362331153,0.00238327108101343,0.0234138630103315,"RIKEN cDNA 4933434E20 gene","4933434E20Rik"
"ENSMUSG00000031246.15",456.691413789034,-0.624556249842425,0.248327472596704,0.00238362525098827,0.0234138630103315,"SH3-binding domain glutamic acid-rich protein like","Sh3bgrl"
"ENSMUSG00000042870.16",223.828426049778,0.539789505094741,0.205708660611408,0.00239002330196553,0.023457194618709,"target of myb1 trafficking protein","Tom1"
"ENSMUSG00000020590.17",431.184894695243,0.573831699070178,0.222538267653847,0.00240254582722926,0.0235605137725049,"sorting nexin 13","Snx13"
"ENSMUSG00000022999.16",118.199303189534,-0.664318237161129,0.269629028580311,0.00241367201073905,0.023649979610619,"limb region 1 like","Lmbr1l"
"ENSMUSG00000012114.18",541.05043294256,-0.508356093710316,0.19165870314345,0.00241827250719169,0.0236704425967545,"mediator complex subunit 15","Med15"
"ENSMUSG00000019817.19",24.734179295688,-0.574491448251381,2.37620362516475,0.00241976998511753,0.0236704425967545,"pleiomorphic adenoma gene-like 1","Plagl1"
"ENSMUSG00000023452.20",154.473342263023,-0.563819499930778,0.218283509318534,0.00242212347162008,0.0236738508521674,"phosphatidylserine decarboxylase","Pisd"
"ENSMUSG00000008348.10",1038.28842773716,-0.501489135843262,0.188946075758604,0.00245424001129894,0.023967917132677,"ubiquitin C","Ubc"
"ENSMUSG00000033715.16",21.212954558212,-1.45188125331407,0.77850797620408,0.00246171630491226,0.0240210614976025,"aldo-keto reductase family 1, member C14","Akr1c14"
"ENSMUSG00000050931.8",207.266201922633,0.609604434937073,0.241840539032843,0.00246609096115151,0.024043877769047,"sphingomyelin synthase 2","Sgms2"
"ENSMUSG00000037820.16",1542.62045864201,-0.729684772611657,0.306948906653293,0.00247078934258687,0.0240698100395405,"transglutaminase 2, C polypeptide","Tgm2"
"ENSMUSG00000006219.13",274.234978520443,-0.552799034447604,0.21358498298205,0.00247442629731152,0.0240853679244494,"filamin binding LIM protein 1","Fblim1"
"ENSMUSG00000014907.11",93.4734344664423,0.696722266415581,0.287227306798571,0.00247795148030125,0.0240895484668718,"nuclear assembly factor 1 ribonucleoprotein","Naf1"
"ENSMUSG00000022772.13",328.649835248848,-0.583017659163208,0.228540332677886,0.00247893634176753,0.0240895484668718,"SUMO/sentrin specific peptidase 5","Senp5"
"ENSMUSG00000040428.20",16.0583686430376,-1.69152867037418,1.03822548757066,0.00248947245322958,0.0241720405059882,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4","Plekha4"
"ENSMUSG00000021866.16",225.7273160086,-0.554762441854371,0.21470758847747,0.00249560025053993,0.0242116287248356,"annexin A11","Anxa11"
"ENSMUSG00000078812.11",1402.64602098888,-0.520608140259876,0.198459649349168,0.00251286155824917,0.024359077519087,"eukaryotic translation initiation factor 5A","Eif5a"
"ENSMUSG00000061689.16",186.265513745868,-0.553220147795893,0.214113797961466,0.00251677935147206,0.024377041675825,"DLG associated protein 4","Dlgap4"
"ENSMUSG00000115149.2",71.1522026308675,-0.890435132699982,0.40345585086477,0.00252612551366451,0.0244475114260958,"RIKEN cDNA 9330188P03 gene","9330188P03Rik"
"ENSMUSG00000027796.3",12.5298578990918,-1.64967776516083,0.896513123476619,0.00253068514649824,0.0244715802823135,"SMAD family member 9","Smad9"
"ENSMUSG00000036257.16",250.136355450384,0.566421209565111,0.220638630974234,0.00254218948088621,0.024562709656975,"patatin-like phospholipase domain containing 8","Pnpla8"
"ENSMUSG00000024402.6",15.5881075562546,-1.79448807871973,1.03248494959349,0.00255729481081538,0.0246884544818457,"lymphotoxin A","Lta"
"ENSMUSG00000034573.15",1307.90039793256,0.341032629390312,0.120147122550383,0.00256183641581331,0.024712093596003,"protein tyrosine phosphatase, non-receptor type 13","Ptpn13"
"ENSMUSG00000061778.11",140.106328348731,0.565485063175518,0.220666937969853,0.00258890901578995,0.0249409709954844,"motile sperm domain containing 2","Mospd2"
"ENSMUSG00000036438.15",1484.35082170688,-0.568492531917381,0.222784054297287,0.00258978829850629,0.0249409709954844,"calmodulin 2","Calm2"
"ENSMUSG00000022272.18",493.603127100275,-0.542249740914386,0.209975651280513,0.00260973673600931,0.0251126011752746,"myosin X","Myo10"
"ENSMUSG00000041483.15",244.242293963514,-0.47534316120882,0.178207939815853,0.0026141517483344,0.0251346007268602,"zinc finger protein 281","Zfp281"
"ENSMUSG00000044934.14",503.513278311365,0.511794234777971,0.195284442341345,0.00264796247060727,0.025438968991424,"zinc finger protein 367","Zfp367"
"ENSMUSG00000021413.10",1055.92628791913,0.483758290542503,0.182241191744652,0.00265728747862782,0.025481136499822,"pre-mRNA processing factor 4B","Prpf4b"
"ENSMUSG00000066036.15",939.769745026192,-0.485776581089848,0.183594122382963,0.00265901503435072,0.025481136499822,"ubiquitin protein ligase E3 component n-recognin 4","Ubr4"
"ENSMUSG00000032449.14",381.782594524626,0.729826792143436,0.309748411887003,0.00265997223649441,0.025481136499822,"solute carrier family 25, member 36","Slc25a36"
"ENSMUSG00000050335.18",1182.70886619304,0.781488312879679,0.339572118893744,0.00266322183845176,0.025481136499822,"lectin, galactose binding, soluble 3","Lgals3"
"ENSMUSG00000026568.7",137.477803584643,0.756396956605331,0.325007765878592,0.00266391349403123,0.025481136499822,"mitochondrial pyruvate carrier 2","Mpc2"
"ENSMUSG00000045767.10",1239.30822187635,0.378572834919565,0.135764369366897,0.00266530054859661,0.025481136499822,"RIKEN cDNA B230219D22 gene","B230219D22Rik"
"ENSMUSG00000047714.15",477.748555182334,-0.619351899281713,0.249800365676468,0.00266784450752377,0.0254848220876482,"protein phosphatase 1, regulatory inhibitor subunit 2","Ppp1r2"
"ENSMUSG00000031513.9",267.37456741717,-0.456707518022624,0.170281952289197,0.00267939813639943,0.0255744978144447,"leptin receptor overlapping transcript-like 1","Leprotl1"
"ENSMUSG00000001280.14",1295.80259202581,0.421584828958958,0.15466051407041,0.00270389123459816,0.0257827986852966,"trans-acting transcription factor 1","Sp1"
"ENSMUSG00000026771.15",188.079484436368,0.830823717171611,0.371251369758575,0.00270558885162044,0.0257827986852966,"speckle-type BTB/POZ protein-like","Spopl"
"ENSMUSG00000056144.15",24.6079036021223,-1.15092843016773,0.577961172745767,0.00272883133834685,0.0259452982472927,"tripartite motif-containing 34A","Trim34a"
"ENSMUSG00000029415.5",332.244135432779,0.670908694645136,0.277901129065137,0.00272926776884626,0.0259452982472927,"SDA1 domain containing 1","Sdad1"
"ENSMUSG00000053317.12",131.682801222174,-0.574954207138226,0.22756187838776,0.00273139638849091,0.0259452982472927,"Sec61 beta subunit","Sec61b"
"ENSMUSG00000040177.11",79.3702542532706,0.764260903339152,0.331491981188953,0.00273143099190182,0.0259452982472927,"RIKEN cDNA 2310057M21 gene","2310057M21Rik"
"ENSMUSG00000026126.16",18.8899862678648,2.05991548199945,1.31013483414826,0.0027411181223116,0.0260163839792067,"protein tyrosine phosphatase, non-receptor type 18","Ptpn18"
"ENSMUSG00000037185.10",109.595699649439,-0.620506950062858,0.251286264359965,0.00274781661630221,0.0260590126816709,"keratin 80","Krt80"
"ENSMUSG00000021175.16",254.666634545481,0.507515623040755,0.194431459555159,0.00276842105710698,0.0262244889340749,"cell division cycle associated 7 like","Cdca7l"
"ENSMUSG00000038612.17",1067.23458585305,-0.471609788666265,0.177910398694126,0.00276970760572469,0.0262244889340749,"myeloid cell leukemia sequence 1","Mcl1"
"ENSMUSG00000022443.18",6737.1792415234,-0.372106157470497,0.133154991557162,0.00277217696376012,0.0262268376691633,"myosin, heavy polypeptide 9, non-muscle","Myh9"
"ENSMUSG00000031922.13",273.573960710773,0.526428168494577,0.203788674577508,0.00279406221038675,0.0264058096988325,"centrosomal protein 57","Cep57"
"ENSMUSG00000001555.11",308.556061721837,-0.892175180283248,0.413243468051037,0.00279556721635815,0.0264058096988325,"FK506 binding protein 10","Fkbp10"
"ENSMUSG00000021400.9",469.784746875131,0.542225421845013,0.211691209008804,0.00280645441779042,0.026487455883974,"Werner helicase interacting protein 1","Wrnip1"
"ENSMUSG00000022565.16",1834.17537864145,-0.424048203502876,0.15689703542601,0.00283460299692754,0.0267317552593638,"plectin","Plec"
"ENSMUSG00000018906.15",611.930911235865,0.896010593743529,0.41425783316479,0.0028378805281244,0.0267413051840102,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide","P4ha2"
"ENSMUSG00000027695.17",100.557746060107,-0.719001834456587,0.307624515065899,0.00285107852480573,0.0268442457275768,"phospholipase D1","Pld1"
"ENSMUSG00000068250.14",62.501122388924,-0.795761594468857,0.354553074119098,0.00287908410597808,0.027086331505405,"antagonist of mitotic exit network 1","Amn1"
"ENSMUSG00000030763.8",129.341158981539,0.596923254057765,0.240432397643194,0.00288526168700524,0.0271228381675723,"leucine carboxyl methyltransferase 1","Lcmt1"
"ENSMUSG00000041729.16",9.04000511651122,-2.31317549488849,1.68640663822053,0.00289217321571821,0.0271661807143874,"coronin, actin binding protein, 2B","Coro2b"
"ENSMUSG00000020232.18",324.336147571447,-0.600830076107404,0.243372393413836,0.00289895815637632,0.0272082662578181,"high mobility group 20B","Hmg20b"
"ENSMUSG00000027602.10",172.773602892083,-0.648902057338788,0.269292652278869,0.00290935583666077,0.0272841654991689,"microtubule-associated protein 1 light chain 3 alpha","Map1lc3a"
"ENSMUSG00000080316.12",64.1873509886221,-0.750559946987329,0.328265026651294,0.0029250733355666,0.0274097943436784,"sperm acrosome associated 6","Spaca6"
"ENSMUSG00000027007.17",229.812233447845,0.590994362325153,0.23850305540722,0.00297630099091025,0.0278677127673888,"ITPR interacting domain containing 2","Itprid2"
"ENSMUSG00000078566.9",1918.9638660242,0.713978907935799,0.30673307797508,0.00298448954063968,0.0279027977931249,"BCL2/adenovirus E1B interacting protein 3","Bnip3"
"ENSMUSG00000007659.19",282.528452905326,0.518851144140372,0.202021017196476,0.00298482270398007,0.0279027977931249,"BCL2-like 1","Bcl2l1"
"ENSMUSG00000016382.16",224.801102693821,-0.588738233812047,0.237939244925641,0.00298713783437875,0.0279027977931249,"plastin 3 (T-isoform)","Pls3"
"ENSMUSG00000020003.17",151.86633904247,0.62786567689279,0.25856430398913,0.00299501539526139,0.0279542662228073,"peroxisomal biogenesis factor 7","Pex7"
"ENSMUSG00000047496.7",32.7792413843221,1.84817476694099,1.19927409462432,0.00302070319622616,0.0281589456503895,"ring finger protein 152","Rnf152"
"ENSMUSG00000045319.14",214.489340961923,0.633389263738924,0.261862087443859,0.00302171458787528,0.0281589456503895,"proline and serine rich 2","Proser2"
"ENSMUSG00000034818.18",15.1377960028263,1.45962310774602,0.82335921604313,0.00305818685753271,0.028476350336663,"CUGBP, Elav-like family member 5","Celf5"
"ENSMUSG00000036580.16",645.46571606253,-0.431113175872229,0.161999181973067,0.00310658170371449,0.0289041845356635,"spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)","Spg20"
"ENSMUSG00000028780.14",201.853743598171,1.84899129499938,1.26571735575838,0.00312590578707323,0.0290610784472234,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C","Sema3c"
"ENSMUSG00000038225.16",317.992760937462,0.781205190177334,0.350513392550269,0.00313398269361694,0.0291132444244966,"primase and polymerase (DNA-directed)","Primpol"
"ENSMUSG00000002249.22",127.201220719858,-0.60220079216655,0.247242962703889,0.00316925977131122,0.0294178066980123,"TEA domain family member 3","Tead3"
"ENSMUSG00000098789.8",73.3354806716215,0.669313742825286,0.28379479687942,0.00318088116544568,0.0295024854048839,"jumonji domain containing 7","Jmjd7"
"ENSMUSG00000026307.13",199.703297868406,0.598286865718072,0.245006325298427,0.00319267726585648,0.0295725878396063,"selenocysteine lyase","Scly"
"ENSMUSG00000040253.16",138.360933563505,-0.746235984446668,0.330865005256669,0.00319344875882934,0.0295725878396063,"guanylate binding protein 7","Gbp7"
"ENSMUSG00000047407.18",146.566368776755,-0.559047719249168,0.224718848769034,0.00319757681925159,0.0295876093298617,"TGFB-induced factor homeobox 1","Tgif1"
"ENSMUSG00000022228.15",387.588219604199,0.441673575023452,0.167257074794247,0.00321573844544644,0.0297323600825263,"zinc finger and SCAN domain containing 26","Zscan26"
"ENSMUSG00000033106.7",144.225807751441,-0.599512076852667,0.246464366438118,0.00321844033796222,0.0297340571755242,"solute carrier family 7, member 6 opposite strand","Slc7a6os"
"ENSMUSG00000037070.11",422.431204840603,-0.52036629484739,0.205524003620109,0.00322405924830135,0.0297626798629351,"RNA binding motif protein, X-linked like-1","Rbmxl1"
"ENSMUSG00000049303.11",113.045510025525,-0.890404300197652,0.425358435695225,0.00324308240067002,0.0299093794265793,"synaptotagmin XII","Syt12"
"ENSMUSG00000036492.13",14.7084669836145,1.41284611979088,0.789748349178517,0.00324604556968406,0.0299093794265793,"ring finger protein 39","Rnf39"
"ENSMUSG00000030022.15",119.532959278719,1.19027320611011,0.645668101632812,0.00324853850119173,0.0299093794265793,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9","Adamts9"
"ENSMUSG00000020823.17",617.129515475317,-0.414931224804777,0.155618838936152,0.0032518258128413,0.0299093794265793,"SEC14-like lipid binding 1","Sec14l1"
"ENSMUSG00000043219.10",12.0319934225219,-1.57360310593458,0.92142422140003,0.00325261651424814,0.0299093794265793,"homeobox A6","Hoxa6"
"ENSMUSG00000037606.19",128.581615758917,-0.6778704021846,0.291259386645432,0.00325932078391512,0.0299295929233515,"oxysterol binding protein-like 5","Osbpl5"
"ENSMUSG00000047213.15",863.841597170981,0.341201507891648,0.123775213500716,0.00326047798478935,0.0299295929233515,"YTH N6-methyladenosine RNA binding protein 3","Ythdf3"
"ENSMUSG00000049791.5",61.5620720749763,1.2964658380455,0.732064415070258,0.00326241942003501,0.0299295929233515,"frizzled class receptor 4","Fzd4"
"ENSMUSG00000059208.16",1163.25259788637,-0.465024052220651,0.180969044461321,0.00326739765331404,0.0299403480304998,"heterogeneous nuclear ribonucleoprotein M","Hnrnpm"
"ENSMUSG00000032849.15",138.278071875878,0.768621715015452,0.345056726030494,0.00326866338708514,0.0299403480304998,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4","Abcc4"
"ENSMUSG00000031093.15",151.526551489562,-0.788931340321925,0.360765270272026,0.00329590924004881,0.0301665119358576,"dedicator of cytokinesis 11","Dock11"
"ENSMUSG00000036202.17",756.23682549329,0.538993321617555,0.215170956612475,0.0033104344826685,0.0302759875576042,"replication timing regulatory factor 1","Rif1"
"ENSMUSG00000021720.12",9.98261720702638,2.08387384681942,1.36101492127643,0.00332536167883954,0.0303889669830174,"ring finger protein 180","Rnf180"
"ENSMUSG00000024201.13",357.502730347052,0.63058651150629,0.264521880133748,0.00333592855387913,0.0304619554800084,"lysine (K)-specific demethylase 4B","Kdm4b"
"ENSMUSG00000024847.16",729.053041478121,0.395502500266004,0.147273660076895,0.00334936107365709,0.0305505318850729,"aryl-hydrocarbon receptor-interacting protein","Aip"
"ENSMUSG00000000374.9",602.830999469816,0.422841699895341,0.15954063766289,0.00335080365809854,0.0305505318850729,"trafficking protein particle complex 10","Trappc10"
"ENSMUSG00000030682.5",218.827137183752,-0.47551986941701,0.184508503418722,0.00335876497726566,0.0305994892643331,"CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)","Cdipt"
"ENSMUSG00000033228.9",1499.02388995886,0.492479720727934,0.192460690562513,0.00336980695594078,0.030676415365299,"SR-related CTD-associated factor 11","Scaf11"
"ENSMUSG00000031075.20",53.2714583271554,1.27414628704471,0.725997231174508,0.00337336817092189,0.0306851756502888,"anoctamin 1, calcium activated chloride channel","Ano1"
"ENSMUSG00000028484.17",723.187936266242,-0.383833897836629,0.142718069906792,0.00340757902363105,0.0309725061832269,"PC4 and SFRS1 interacting protein 1","Psip1"
"ENSMUSG00000017550.15",704.3565867072,0.443253818735747,0.169339291627865,0.00341967236073179,0.0310585165870463,"ATPase family, AAA domain containing 5","Atad5"
"ENSMUSG00000025791.19",889.80209254363,0.791371949165682,0.363331685609287,0.00344284379649517,0.0312351691869742,"phosphoglucomutase 1","Pgm1"
"ENSMUSG00000021996.17",426.068520828403,0.409193853305329,0.153948753404338,0.00344441350736346,0.0312351691869742,"esterase D/formylglutathione hydrolase","Esd"
"ENSMUSG00000066607.6",20.7277067447603,-1.23890998581714,0.686523671179852,0.0034547573826421,0.0313049274112473,"inhibitory synaptic factor 1","Insyn1"
"ENSMUSG00000032192.10",85.1099168381685,-0.648296278391376,0.276739961458486,0.00347133230304814,0.0314203259900854,"guanine nucleotide binding protein (G protein), beta 5","Gnb5"
"ENSMUSG00000040549.17",1445.87602559863,-0.323562018919601,0.117291351963578,0.00347281489091737,0.0314203259900854,"cytoskeleton associated protein 5","Ckap5"
"ENSMUSG00000027162.8",524.671896130808,0.386896184526961,0.144250425072091,0.0034802487202795,0.0314634736909189,"lin-7 homolog C, crumbs cell polarity complex component","Lin7c"
"ENSMUSG00000049969.4",77.099328526444,0.723288909861407,0.320880597023458,0.00348568367852035,0.0314884982343457,"pleckstrin homology domain containing, family F (with FYVE domain) member 2","Plekhf2"
"ENSMUSG00000022450.7",387.04319543464,0.414446979208043,0.156578937723749,0.00348906306570529,0.0314949293706287,"NADH:ubiquinone oxidoreductase subunit A6","Ndufa6"
"ENSMUSG00000029165.18",255.211861870727,0.521587804155727,0.208162341122603,0.00350519034775838,0.0316163349396357,"ATP/GTP binding protein-like 5","Agbl5"
"ENSMUSG00000066191.13",103.451672710103,0.74891648090449,0.337932739667705,0.00350893568065898,0.0316259569324737,"ankyrin repeat and sterile alpha motif domain containing 6","Anks6"
"ENSMUSG00000051586.18",310.123684131195,-0.519202211589666,0.207978191320069,0.00356487747712768,0.0321056509324535,"microtubule associated monooxygenase, calponin and LIM domain containing 3","Mical3"
"ENSMUSG00000057058.17",12.1811383271207,1.46414441159304,0.85485885862895,0.00356893180602861,0.0321176660318444,"src family associated phosphoprotein 1","Skap1"
"ENSMUSG00000004233.15",124.035412219487,0.767306364604263,0.350805097561428,0.00358876321965721,0.0322715364314491,"tryptophanyl tRNA synthetase 2 (mitochondrial)","Wars2"
"ENSMUSG00000035992.16",641.687254774343,0.665696440394192,0.288296401915345,0.00359261744636443,0.0322816089720128,"folliculin interacting protein 1","Fnip1"
"ENSMUSG00000000568.16",561.960815575832,-0.496651816476306,0.19699272259788,0.00361948777510973,0.0324748079392823,"heterogeneous nuclear ribonucleoprotein D","Hnrnpd"
"ENSMUSG00000073542.4",122.260284925542,0.577208353948694,0.238424580499924,0.00361995587753818,0.0324748079392823,"centrosomal protein 76","Cep76"
"ENSMUSG00000007039.13",454.164104247836,-0.410788387704689,0.155960955181739,0.00362391950381698,0.0324748079392823,"dimethylarginine dimethylaminohydrolase 2","Ddah2"
"ENSMUSG00000056211.14",526.738121649498,0.655985371944481,0.282843797306572,0.00362512042550809,0.0324748079392823,"R3H domain containing 1","R3hdm1"
"ENSMUSG00000050777.8",152.806017790868,0.599406004925908,0.250759065389378,0.0036336519085681,0.0325265565462195,"transmembrane protein 37","Tmem37"
"ENSMUSG00000001847.15",1304.57669967268,-0.368895834890373,0.137636394879629,0.00364895803692063,0.0326388238953954,"Rac family small GTPase 1","Rac1"
"ENSMUSG00000055296.15",453.985357604731,0.483245049710974,0.190213906080183,0.00365386233278733,0.0326579504642089,"transmembrane protein 245","Tmem245"
"ENSMUSG00000026971.16",26.4954807064581,1.67264926035568,1.27945272912707,0.00367464740899034,0.0328152934736147,"integrin beta 6","Itgb6"
"ENSMUSG00000040857.16",205.402689292847,-0.622826392570634,0.265396779660916,0.00367702492297724,0.0328152934736147,"Ets2 repressor factor","Erf"
"ENSMUSG00000023017.11",42.2331838893215,-0.890808550312236,0.436986672631895,0.00369773705530646,0.0329752125468304,"acid-sensing (proton-gated) ion channel 1","Asic1"
"ENSMUSG00000025171.3",88.6734669589351,-0.721955347868508,0.325032749488718,0.00370564748865525,0.0330208150177755,"ubiquitin domain containing 1","Ubtd1"
"ENSMUSG00000059939.14",290.789920244874,0.520672392685072,0.209569813976682,0.00371769514947956,0.0330938263766066,"RIKEN cDNA 9430015G10 gene","9430015G10Rik"
"ENSMUSG00000024661.8",2725.10933367618,-0.428304815084956,0.164596424324569,0.00372143946460246,0.0330938263766066,"ferritin heavy polypeptide 1","Fth1"
"ENSMUSG00000018995.13",34.493589027253,1.0513958744448,0.564273042644991,0.00372224963395728,0.0330938263766066,"asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)","Nars2"
"ENSMUSG00000061232.17",1461.71032526009,0.641236673105809,0.275982143383084,0.00374225958158099,0.0332466959215401,"histocompatibility 2, K1, K region","H2-K1"
"ENSMUSG00000025352.7",194.455719319031,-0.943894902732769,0.480853299698403,0.00375177475053134,0.0333061687815966,"growth differentiation factor 11","Gdf11"
"ENSMUSG00000072872.4",264.085285704423,-0.553555014617678,0.227618222426616,0.00375665922617626,0.0333244744428723,"RING1 and YY1 binding protein","Rybp"
"ENSMUSG00000028656.15",723.661385192354,-0.346524111840372,0.128350039389709,0.00376022248501585,0.0333310412016382,"CAP, adenylate cyclase-associated protein 1 (yeast)","Cap1"
"ENSMUSG00000051457.8",9.43094592437449,-1.94104187023859,1.28883507066763,0.00376393764724007,0.0333389435866193,"sialophorin","Spn"
"ENSMUSG00000040365.15",416.352660766054,0.564368211152994,0.2332079606624,0.00377400039018248,0.0333867399970952,"tripartite motif-containing 41","Trim41"
"ENSMUSG00000025437.16",632.562909951504,0.38540430876874,0.145167870951781,0.00377498923487102,0.0333867399970952,"ubiquitin specific peptidase 33","Usp33"
"ENSMUSG00000078153.4",6.90780214033324,-2.19751009217262,1.39487198224486,0.00377901843854442,0.0333935421216824,"protease (prosome, macropain) activator subunit 2B","Psme2b"
"ENSMUSG00000024213.15",197.588843745619,-0.577844981124794,0.241221610642814,0.00378141490782497,0.0333935421216824,"nudix (nucleotide diphosphate linked moiety X)-type motif 3","Nudt3"
"ENSMUSG00000074781.6",577.924413375549,-0.450959051211008,0.175926651100627,0.00379036275779788,0.033447543409058,"ubiquitin-conjugating enzyme E2N","Ube2n"
"ENSMUSG00000064302.14",512.131786969027,-0.422990631113355,0.162576781223968,0.00380037390490071,0.0335108399515778,"CLIP associating protein 1","Clasp1"
"ENSMUSG00000034908.17",393.640850917916,-0.654807087577482,0.287192603066415,0.00386350387477664,0.0340420822757371,"SID1 transmembrane family, member 2","Sidt2"
"ENSMUSG00000037965.16",583.806823603439,-0.606529340445476,0.258313969465067,0.00386971261974931,0.034061502699274,"zinc finger CCCH type containing 7 A","Zc3h7a"
"ENSMUSG00000024560.8",374.078778984902,0.483155310997041,0.191655455907376,0.00387147765075173,0.034061502699274,"CXXC finger 1 (PHD domain)","Cxxc1"
"ENSMUSG00000035164.9",98.1796340387436,0.594707349990589,0.250936540828969,0.00390211687981764,0.0343055055845174,"zinc finger CCCH type containing 12C","Zc3h12c"
"ENSMUSG00000022440.10",140.159557952061,-0.495444868982327,1.24534894528946,0.00391867649705588,0.0344254563993592,"C1q and tumor necrosis factor related protein 6","C1qtnf6"
"ENSMUSG00000022614.9",494.169935548378,-0.409296411556362,0.156975423358277,0.00392989857202484,0.0344983735612619,"lipase maturation factor 2","Lmf2"
